,0,1,2,3,4,5,6,7,8,9
0,875.6941906677382,97.46407006781536,570.3435372293718,-190.15103069753053,-799.6413830677463,-1554.1556759063633,-1168.3310894205833,-1689.8963515231171,-501.1190166930878,-539.5987963085194
1,-428.1507204275688,16.880730106412535,145.39777358776777,895.4710973246504,-262.77858266039345,-1612.2897295020339,-4775.871383158441,274.61206330355947,-149.39330929633422,-726.9279456537575
2,-436.6190327988001,-2197.3747355339756,440.0763895606032,-1215.8104423318118,-218.0362185334759,-574.2972033315607,-21.36601412842299,-891.9046653562762,-580.5255087054522,-97.7074952007872
3,-667.9321995160293,-955.4719379153181,279.98051710853696,-855.2056731717216,875.8587650439665,-10.070874032613872,-919.8288642934924,-180.43691013018767,-358.5447572192418,-1679.8374626579525
4,-1225.178617391844,1058.6545800816943,-343.1506048291779,-1127.3225625866687,-307.05995387871167,-601.5521184006979,163.86461449849108,-321.74009249757773,-812.3980034295886,-1049.1182896742196
5,-503.7531520717054,-210.59379467494188,-806.2511613831055,-1335.9809728381344,80.26226297483919,-142.0150642007973,297.08988345050125,-1212.7764328988599,-216.43712125773695,-393.3446581566347
6,668.9479509690873,-1179.3342842505224,-174.86550075394382,-684.3033044005564,-881.407320838025,249.1495304127663,-1228.1805625849238,1476.7875312383044,-310.8838730291854,-2133.2229767698755
7,27.69805561098468,-427.9079393931891,-274.95315332308655,172.23058925698138,-1180.2161119048926,81.78603581355253,-592.4524674980145,-2985.4869430172603,-213.90334949621223,-1028.0979689004923
8,-664.4032679185498,-240.79871002820082,-618.2650086032755,-2153.5825815182384,-34.85049797363733,-1416.3214345359274,-662.2083976055186,909.0977585639382,-824.8301603603069,417.68101785396345
9,284.1814871078943,-581.0959577906406,-1089.8656984045786,-400.21603294843044,-847.2926702449993,-207.38119949483308,967.2018660633023,276.69853834210096,-515.0283318317537,-789.0352709905328
10,-1383.7926038505884,321.98613567619515,-548.206778449499,659.8501402297777,528.4818885483713,-323.1408986859677,-726.5602340008984,-1402.0761226985146,-345.62932444566985,-447.44838102567945
11,352.84187527364213,-2653.633604123454,-1154.2286985492788,-1832.913305544555,289.5365324424483,-227.66066384248793,-1438.3554167170648,-1063.6921291514404,-56.85501687807962,-530.8444432725271
12,-768.3813802201553,-2171.1482252471187,-497.3591868979465,101.92997130901128,-16.741795871623694,-197.90913752467247,196.54595024447804,-286.1696955146922,-283.49575349865944,-628.7491598640393
13,-1226.170717649142,-121.81105058777464,98.2013592104447,-1147.113084509997,-1165.9287896598526,-346.80172763041253,-517.2433383266616,-978.5345388172561,459.7127404249503,-1333.5070129517944
14,-258.4261765043618,-201.19330557626452,336.89616656493325,315.69888595949453,-982.3425911763985,510.83209090572586,-5538.21052001383,278.9387609666476,-270.9426513635141,-1537.439842168209
15,-347.52473864137687,-77.9349427193757,-836.9679285546202,-449.27281989556843,-414.318870441969,-502.31322000782814,-5694.361456197501,-2103.7383407278994,108.33231864106679,-747.921176397767
